,word,count,cum_freq,cum_perc,percentile,length,volume
2271,pet,1036,24570272,90.8372010192,_100,3,>1K
2272,singer,1036,24571308,90.8410311494,_100,6,>1K
2273,sessions,1034,24572342,90.8448538855,_100,8,>1K
2274,legal,1034,24573376,90.8486766216,_100,5,>1K
2275,breath,1033,24574409,90.8524956607,_100,6,>1K
2276,laying,1033,24575442,90.8563146998,_100,6,>1K
2277,android,1032,24576474,90.8601300418,_100,7,>1K
2278,base,1031,24577505,90.8639416868,_100,4,>1K
2279,sox,1030,24578535,90.8677496347,_100,3,>1K
2280,someday,1030,24579565,90.8715575827,_100,7,>1K
2281,ourselves,1029,24580594,90.8753618336,_100,9,>1K
2282,grown,1029,24581623,90.8791660845,_100,5,>1K
2283,whose,1029,24582652,90.8829703355,_100,5,>1K
2284,crack,1029,24583681,90.8867745864,_100,5,>1K
2285,hehe,1029,24584710,90.8905788373,_100,4,>1K
2286,meaning,1029,24585739,90.8943830882,_100,7,>1K
2287,feb,1028,24586767,90.8981836421,_100,3,>1K
2288,gov,1028,24587795,90.901984196,_100,3,>1K
2289,jay,1028,24588823,90.9057847499,_100,3,>1K
2290,whitney,1027,24589850,90.9095816067,_100,7,>1K
2291,sayin,1026,24590876,90.9133747665,_100,5,>1K
2292,degree,1026,24591902,90.9171679263,_100,6,>1K
2293,calm,1025,24592927,90.9209573891,_100,4,>1K
2294,held,1025,24593952,90.9247468519,_100,4,>1K
2295,victory,1025,24594977,90.9285363146,_100,7,>1K
2296,timeline,1025,24596002,90.9323257774,_100,8,>1K
2297,smoking,1023,24597025,90.9361078461,_100,7,>1K
2298,worries,1023,24598048,90.9398899148,_100,7,>1K
2299,hoe,1023,24599071,90.9436719835,_100,3,>1K
2300,fruit,1022,24600093,90.9474503552,_100,5,>1K
2301,hrs,1022,24601115,90.9512287268,_100,3,>1K
2302,las,1021,24602136,90.9550034015,_100,3,>1K
2303,hashtag,1021,24603157,90.9587780761,_100,7,>1K
2304,amazon,1020,24604177,90.9625490537,_100,6,>1K
2305,extremely,1020,24605197,90.9663200313,_100,9,>1K
2306,meat,1019,24606216,90.9700873118,_100,4,>1K
2307,matters,1019,24607235,90.9738545924,_100,7,>1K
2308,sigh,1019,24608254,90.9776218729,_100,4,>1K
2309,everytime,1018,24609272,90.9813854564,_100,9,>1K
2310,couch,1018,24610290,90.9851490399,_100,5,>1K
2311,davis,1017,24611307,90.9889089264,_100,5,>1K
2312,coverage,1017,24612324,90.9926688129,_100,8,>1K
2313,opportunities,1017,24613341,90.9964286994,_100,13,>1K
2314,reports,1016,24614357,91.0001848888,_100,7,>1K
2315,announced,1016,24615373,91.0039410783,_100,9,>1K
2316,weed,1016,24616389,91.0076972677,_100,4,>1K
2317,prize,1015,24617404,91.0114497601,_100,5,>1K
2318,vision,1015,24618419,91.0152022525,_100,6,>1K
2319,turkey,1015,24619434,91.0189547449,_100,6,>1K
2320,editing,1014,24620448,91.0227035403,_100,7,>1K
2321,christian,1014,24621462,91.0264523356,_100,9,>1K
2322,animal,1013,24622475,91.030197434,_100,6,>1K
2323,williams,1012,24623487,91.0339388353,_100,8,>1K
2324,user,1012,24624499,91.0376802366,_100,4,>1K
2325,counting,1011,24625510,91.0414179408,_100,8,>1K
2326,movement,1011,24626521,91.0451556451,_100,8,>1K
2327,software,1011,24627532,91.0488933493,_100,8,>1K
2328,struck,1011,24628543,91.0526310536,_100,6,>1K
2329,hoes,1010,24629553,91.0563650608,_100,4,>1K
2330,mistakes,1010,24630563,91.060099068,_100,8,>1K
2331,seats,1009,24631572,91.0638293782,_100,5,>1K
2332,pittsburgh,1009,24632581,91.0675596884,_100,10,>1K
2333,commercials,1009,24633590,91.0712899986,_100,11,>1K
2334,bears,1009,24634599,91.0750203087,_100,5,>1K
2335,tracks,1008,24635607,91.0787469219,_100,6,>1K
2336,sites,1007,24636614,91.082469838,_100,5,>1K
2337,announce,1006,24637620,91.0861890571,_100,8,>1K
2338,rocking,1005,24638625,91.0899045791,_100,7,>1K
2339,volunteer,1005,24639630,91.0936201011,_100,9,>1K
2340,january,1005,24640635,91.0973356232,_100,7,>1K
2341,dating,1005,24641640,91.1010511452,_100,6,>1K
2342,orlando,1004,24642644,91.1047629702,_100,7,>1K
2343,october,1003,24643647,91.1084710982,_100,7,>1K
2344,celebration,1002,24644649,91.1121755291,_100,11,>1K
2345,adult,1002,24645651,91.11587996,_100,5,>1K
2346,beef,1002,24646653,91.1195843909,_100,4,>1K
2347,tacos,1000,24647653,91.1232814278,_100,5,>100
2348,1000,1000,24648653,91.1269784646,_100,4,>100
2349,bomb,998,24649651,91.1306681074,_100,4,>100
2350,tight,998,24650649,91.1343577502,_100,5,>100
2351,grind,997,24651646,91.1380436959,_100,5,>100
2352,sushi,997,24652643,91.1417296417,_100,5,>100
2353,oops,996,24653639,91.1454118904,_100,4,>100
2354,ignore,996,24654635,91.1490941391,_100,6,>100
2355,tha,995,24655630,91.1527726908,_100,3,>100
2356,shine,994,24656624,91.1564475454,_100,5,>100
2357,goodbye,993,24657617,91.160118703,_100,7,>100
2358,mentioned,993,24658610,91.1637898606,_100,9,>100
2359,signs,992,24659602,91.1674573211,_100,5,>100
2360,example,992,24660594,91.1711247817,_100,7,>100
2361,spell,991,24661585,91.1747885452,_100,5,>100
2362,grandma,990,24662575,91.1784486117,_100,7,>100
2363,image,990,24663565,91.1821086782,_100,5,>100
2364,uses,990,24664555,91.1857687447,_100,4,>100
2365,knicks,989,24665544,91.1894251141,_100,6,>100
2366,el,988,24666532,91.1930777865,_100,2,>100
2367,policy,988,24667520,91.1967304589,_100,6,>100
2368,crash,988,24668508,91.2003831313,_100,5,>100
2369,americans,984,24669492,91.2040210156,_100,9,>100
2370,rice,984,24670476,91.2076588998,_100,4,>100
2371,leading,983,24671459,91.2112930871,_100,7,>100
2372,hearts,983,24672442,91.2149272743,_100,6,>100
2373,jokes,983,24673425,91.2185614615,_100,5,>100
2374,sarah,982,24674407,91.2221919517,_100,5,>100
2375,honored,982,24675389,91.2258224419,_100,7,>100
2376,giant,981,24676370,91.229449235,_100,5,>100
2377,politics,981,24677351,91.2330760282,_100,8,>100
2378,mentions,980,24678331,91.2366991243,_100,8,>100
2379,sadly,980,24679311,91.2403222204,_100,5,>100
2380,perry,979,24680290,91.2439416195,_100,5,>100
2381,nuts,979,24681269,91.2475610186,_100,4,>100
2382,punch,978,24682247,91.2511767206,_100,5,>100
2383,valley,978,24683225,91.2547924227,_100,6,>100
2384,libraries,978,24684203,91.2584081247,_100,9,>100
2385,peter,977,24685180,91.2620201297,_100,5,>100
2386,opened,977,24686157,91.2656321347,_100,6,>100
2387,impressed,976,24687133,91.2692404427,_100,9,>100
2388,besides,975,24688108,91.2728450536,_100,7,>100
2389,lower,974,24689082,91.2764459675,_100,5,>100
2390,phones,974,24690056,91.2800468814,_100,6,>100
2391,z,973,24691029,91.2836440982,_100,1,>100
2392,grad,972,24692001,91.2872376181,_100,4,>100
2393,paint,972,24692973,91.2908311379,_100,5,>100
2394,legit,972,24693945,91.2944246577,_100,5,>100
2395,idiot,972,24694917,91.2980181775,_100,5,>100
2396,contract,971,24695888,91.3016080003,_100,8,>100
2397,improve,970,24696858,91.305194126,_100,7,>100
2398,regret,970,24697828,91.3087802518,_100,6,>100
2399,cookie,967,24698795,91.3123552864,_100,6,>100
2400,district,967,24699762,91.3159303211,_100,8,>100
2401,answers,967,24700729,91.3195053557,_100,7,>100
2402,shes,966,24701695,91.3230766933,_100,4,>100
2403,gear,965,24702660,91.3266443339,_100,4,>100
2404,okc,965,24703625,91.3302119744,_100,3,>100
2405,council,965,24704590,91.333779615,_100,7,>100
2406,naked,963,24705553,91.3373398615,_100,5,>100
2407,deserves,963,24706516,91.3409001079,_100,8,>100
2408,purple,963,24707479,91.3444603544,_100,6,>100
2409,kim,963,24708442,91.3480206009,_100,3,>100
2410,exam,959,24709401,91.3515660593,_100,4,>100
2411,featuring,958,24710359,91.3551078206,_100,9,>100
2412,expensive,958,24711317,91.3586495819,_100,9,>100
2413,express,956,24712273,91.3621839491,_100,7,>100
2414,hood,954,24713227,91.3657109223,_100,4,>100
2415,talkin,954,24714181,91.3692378954,_100,6,>100
2416,limited,954,24715135,91.3727648686,_100,7,>100
2417,spurs,954,24716089,91.3762918417,_100,5,>100
2418,guide,953,24717042,91.3798151178,_100,5,>100
2419,makeup,951,24717993,91.3833309999,_100,6,>100
2420,mini,950,24718943,91.3868431849,_100,4,>100
2421,complain,950,24719893,91.3903553699,_100,8,>100
2422,indy,949,24720842,91.3938638579,_100,4,>100
2423,yess,949,24721791,91.3973723458,_100,4,>100
2424,negative,948,24722739,91.4008771368,_100,8,>100
2425,programs,948,24723687,91.4043819277,_100,8,>100
2426,picks,948,24724635,91.4078867187,_100,5,>100
2427,sam,948,24725583,91.4113915096,_100,3,>100
2428,pieces,947,24726530,91.4148926035,_100,6,>100
2429,built,947,24727477,91.4183936974,_100,5,>100
2430,kicked,947,24728424,91.4218947913,_100,6,>100
2431,respond,946,24729370,91.4253921881,_100,7,>100
2432,drug,945,24730315,91.428885888,_100,4,>100
2433,musical,945,24731260,91.4323795878,_100,7,>100
2434,homeless,943,24732203,91.4358658935,_100,8,>100
2435,covered,940,24733143,91.4393411082,_100,7,>100
2436,mixtape,940,24734083,91.4428163228,_100,7,>100
2437,chillin,939,24735022,91.4462878404,_100,7,>100
2438,whoever,938,24735960,91.449755661,_100,7,>100
2439,packers,938,24736898,91.4532234816,_100,7,>100
2440,anyways,936,24737834,91.456683908,_100,7,>100
2441,families,936,24738770,91.4601443345,_100,8,>100
2442,continues,935,24739705,91.463601064,_100,9,>100
2443,shorts,935,24740640,91.4670577934,_100,6,>100
2444,caps,935,24741575,91.4705145229,_100,4,>100
2445,arms,935,24742510,91.4739712524,_100,4,>100
2446,meetings,934,24743444,91.4774242848,_100,8,>100
2447,circle,933,24744377,91.4808736202,_100,6,>100
2448,newest,932,24745309,91.4843192585,_100,6,>100
2449,friendly,931,24746240,91.4877611998,_100,8,>100
2450,despite,931,24747171,91.4912031411,_100,7,>100
2451,promo,931,24748102,91.4946450824,_100,5,>100
2452,fri,930,24749032,91.4980833267,_100,3,>100
2453,930,930,24749962,91.501521571,_100,3,>100
2454,winners,929,24750891,91.5049561182,_100,7,>100
2455,bound,929,24751820,91.5083906654,_100,5,>100
2456,writers,929,24752749,91.5118252127,_100,7,>100
2457,updated,928,24753677,91.5152560629,_100,7,>100
2458,pure,928,24754605,91.5186869131,_100,4,>100
2459,neck,928,24755533,91.5221177633,_100,4,>100
2460,statement,928,24756461,91.5255486135,_100,9,>100
2461,labor,928,24757389,91.5289794637,_100,5,>100
2462,november,927,24758316,91.5324066168,_100,8,>100
2463,frank,926,24759242,91.5358300729,_100,5,>100
2464,reference,925,24760167,91.539249832,_100,9,>100
2465,kisses,925,24761092,91.5426695911,_100,6,>100
2466,hole,924,24762016,91.5460856532,_100,4,>100
2467,yell,923,24762939,91.5494980182,_100,4,>100
2468,becomes,922,24763861,91.5529066862,_100,7,>100
2469,mommy,921,24764782,91.5563116571,_100,5,>100
2470,ads,921,24765703,91.559716628,_100,3,>100
2471,faces,920,24766623,91.5631179019,_100,5,>100
2472,chair,919,24767542,91.5665154788,_100,5,>100
2473,eric,918,24768460,91.5699093586,_100,4,>100
2474,ears,917,24769377,91.5732995414,_100,4,>100
2475,solo,917,24770294,91.5766897242,_100,4,>100
2476,rts,916,24771210,91.58007621,_100,3,>100
2477,nc,916,24772126,91.5834626957,_100,2,>100
2478,flip,916,24773042,91.5868491815,_100,4,>100
2479,eh,914,24773956,91.5902282732,_100,2,>100
2480,threw,914,24774870,91.5936073649,_100,5,>100
2481,calendar,914,24775784,91.5969864565,_100,8,>100
2482,dates,914,24776698,91.6003655482,_100,5,>100
2483,connection,914,24777612,91.6037446399,_100,10,>100
2484,steal,913,24778525,91.6071200345,_100,5,>100
2485,election,913,24779438,91.6104954292,_100,8,>100
2486,charles,912,24780350,91.6138671268,_100,7,>100
2487,kicking,912,24781262,91.6172388244,_100,7,>100
2488,alert,911,24782173,91.620606825,_100,5,>100
2489,arm,911,24783084,91.6239748255,_100,3,>100
2490,911,911,24783995,91.6273428261,_100,3,>100
2491,blessings,911,24784906,91.6307108267,_100,9,>100
2492,greater,910,24785816,91.6340751302,_100,7,>100
2493,onto,909,24786725,91.6374357367,_100,4,>100
2494,junior,909,24787634,91.6407963432,_100,6,>100
2495,gross,908,24788542,91.6441532527,_100,5,>100
2496,beers,908,24789450,91.6475101621,_100,5,>100
2497,adventure,907,24790357,91.6508633746,_100,9,>100
2498,fried,907,24791264,91.654216587,_100,5,>100
2499,monster,906,24792170,91.6575661024,_100,7,>100
2500,chips,905,24793075,91.6609119207,_100,5,>100
2501,china,905,24793980,91.6642577391,_100,5,>100
2502,max,904,24794884,91.6675998604,_100,3,>100
2503,parties,904,24795788,91.6709419817,_100,7,>100
2504,storms,903,24796691,91.674280406,_100,6,>100
2505,tiny,901,24797592,91.6776114362,_100,4,>100
2506,entertainment,901,24798493,91.6809424664,_100,13,>100
2507,register,901,24799394,91.6842734966,_100,8,>100
2508,keys,901,24800295,91.6876045268,_100,4,>100
2509,hide,901,24801196,91.690935557,_100,4,>100
2510,billion,900,24802096,91.6942628902,_100,7,>100
2511,necessary,900,24802996,91.6975902233,_100,9,>100
2512,900,900,24803896,91.7009175565,_100,3,>100
2513,texts,900,24804796,91.7042448897,_100,5,>100
2514,tomato,899,24805695,91.7075685258,_100,6,>100
2515,gunna,898,24806593,91.7108884649,_100,5,>100
2516,opens,898,24807491,91.714208404,_100,5,>100
2517,sd,898,24808389,91.7175283431,_100,2,>100
2518,mountain,898,24809287,91.7208482821,_100,8,>100
2519,cloud,897,24810184,91.7241645242,_100,5,>100
2520,memphis,897,24811081,91.7274807663,_100,7,>100
2521,leaves,897,24811978,91.7307970083,_100,6,>100
2522,kelly,896,24812874,91.7341095533,_100,5,>100
2523,barely,896,24813770,91.7374220984,_100,6,>100
2524,preparing,896,24814666,91.7407346434,_100,9,>100
2525,odd,895,24815561,91.7440434913,_100,3,>100
2526,auto,895,24816456,91.7473523393,_100,4,>100
2527,ton,895,24817351,91.7506611873,_100,3,>100
2528,francisco,894,24818245,91.7539663383,_100,9,>100
2529,saving,894,24819139,91.7572714892,_100,6,>100
2530,doc,894,24820033,91.7605766401,_100,3,>100
2531,bud,893,24820926,91.7638780941,_100,3,>100
2532,forgive,892,24821818,91.7671758509,_100,7,>100
2533,blues,891,24822709,91.7704699108,_100,5,>100
2534,chase,891,24823600,91.7737639706,_100,5,>100
2535,sink,891,24824491,91.7770580304,_100,4,>100
2536,offers,891,24825382,91.7803520903,_100,6,>100
2537,booked,891,24826273,91.7836461501,_100,6,>100
2538,tan,891,24827164,91.7869402099,_100,3,>100
2539,stayed,890,24828054,91.7902305727,_100,6,>100
2540,unique,890,24828944,91.7935209355,_100,6,>100
2541,puts,890,24829834,91.7968112983,_100,4,>100
2542,headache,890,24830724,91.8001016611,_100,8,>100
2543,stone,889,24831613,91.8033883269,_100,5,>100
2544,dvd,889,24832502,91.8066749926,_100,3,>100
2545,fl,889,24833391,91.8099616584,_100,2,>100
2546,parts,888,24834279,91.8132446271,_100,5,>100
2547,discount,887,24835166,91.8165238988,_100,8,>100
2548,slowly,887,24836053,91.8198031705,_100,6,>100
2549,tasting,887,24836940,91.8230824422,_100,7,>100
2550,omfg,887,24837827,91.8263617139,_100,4,>100
2551,advantage,886,24838713,91.8296372885,_100,9,>100
2552,surgery,886,24839599,91.8329128632,_100,7,>100
2553,asks,886,24840485,91.8361884378,_100,4,>100
2554,helpful,885,24841370,91.8394603154,_100,7,>100
2555,chuck,885,24842255,91.842732193,_100,5,>100
2556,isnt,884,24843139,91.8460003736,_100,4,>100
2557,choices,884,24844023,91.8492685542,_100,7,>100
2558,speaker,884,24844907,91.8525367348,_100,7,>100
2559,relaxing,884,24845791,91.8558049154,_100,8,>100
2560,parade,882,24846673,91.8590657019,_100,6,>100
2561,suit,882,24847555,91.8623264884,_100,4,>100
2562,offense,881,24848436,91.8655835778,_100,7,>100
2563,walker,881,24849317,91.8688406673,_100,6,>100
2564,favorites,879,24850196,91.8720903627,_100,9,>100
2565,sore,879,24851075,91.8753400581,_100,4,>100
2566,laundry,878,24851953,91.8785860564,_100,7,>100
2567,taxes,878,24852831,91.8818320548,_100,5,>100
2568,flowers,877,24853708,91.8850743561,_100,7,>100
2569,fyi,877,24854585,91.8883166574,_100,3,>100
2570,wi,877,24855462,91.8915589587,_100,2,>100
2571,foundation,877,24856339,91.8948012601,_100,10,>100
2572,tall,876,24857215,91.8980398643,_100,4,>100
2573,jimmy,876,24858091,91.9012784686,_100,5,>100
2574,flow,876,24858967,91.9045170729,_100,4,>100
2575,joined,875,24859842,91.9077519801,_100,6,>100
2576,medical,875,24860717,91.9109868874,_100,7,>100
2577,packing,875,24861592,91.9142217946,_100,7,>100
2578,writer,873,24862465,91.9174493078,_100,6,>100
2579,fave,873,24863338,91.920676821,_100,4,>100
2580,ps,873,24864211,91.9239043341,_100,2,>100
2581,falls,870,24865081,91.9271207562,_100,5,>100
2582,addicted,870,24865951,91.9303371783,_100,8,>100
2583,discovered,869,24866820,91.9335499033,_100,10,>100
2584,obsessed,869,24867689,91.9367626283,_100,8,>100
2585,metro,869,24868558,91.9399753533,_100,5,>100
2586,aka,868,24869426,91.9431843813,_100,3,>100
2587,useful,868,24870294,91.9463934093,_100,6,>100
2588,qb,868,24871162,91.9496024373,_100,2,>100
2589,ceo,867,24872029,91.9528077682,_100,3,>100
2590,fries,867,24872896,91.9560130992,_100,5,>100
2591,manning,866,24873762,91.9592147331,_100,7,>100
2592,prayer,865,24874627,91.96241267,_100,6,>100
2593,considered,864,24875491,91.9656069098,_100,10,>100
2594,rid,863,24876354,91.9687974526,_100,3,>100
2595,italian,863,24877217,91.9719879954,_100,7,>100
2596,increase,863,24878080,91.9751785382,_100,8,>100
2597,bridge,861,24878941,91.978361687,_100,6,>100
2598,growth,861,24879802,91.9815448357,_100,6,>100
2599,jeans,861,24880663,91.9847279844,_100,5,>100
2600,pandora,860,24881523,91.9879074361,_100,7,>100
2601,angeles,860,24882383,91.9910868878,_100,7,>100
2602,slept,860,24883243,91.9942663395,_100,5,>100
2603,personally,859,24884102,91.9974420941,_100,10,>100
2604,finale,858,24884960,92.0006141518,_100,6,>100
2605,chef,857,24885817,92.0037825123,_100,4,>100
2606,offering,857,24886674,92.0069508729,_100,8,>100
2607,resume,857,24887531,92.0101192335,_100,6,>100
2608,bills,857,24888388,92.0132875941,_100,5,>100
2609,rude,856,24889244,92.0164522576,_100,4,>100
2610,prepared,855,24890099,92.0196132241,_100,8,>100
2611,streets,855,24890954,92.0227741906,_100,7,>100
2612,irish,855,24891809,92.0259351572,_100,5,>100
2613,agent,855,24892664,92.0290961237,_100,5,>100
2614,courage,854,24893518,92.0322533931,_100,7,>100
2615,protect,854,24894372,92.0354106626,_100,7,>100
2616,crossed,854,24895226,92.0385679321,_100,7,>100
2617,wars,853,24896079,92.0417215045,_100,4,>100
2618,wayne,853,24896932,92.0448750769,_100,5,>100
2619,impressive,853,24897785,92.0480286494,_100,10,>100
2620,novel,853,24898638,92.0511822218,_100,5,>100
2621,films,851,24899489,92.0543284002,_100,5,>100
2622,birth,850,24900339,92.0574708815,_100,5,>100
2623,painting,850,24901189,92.0606133628,_100,8,>100
2624,grill,850,24902039,92.0637558441,_100,5,>100
2625,delivery,849,24902888,92.0668946284,_100,8,>100
2626,mirror,849,24903737,92.0700334127,_100,6,>100
2627,plate,848,24904585,92.0731685,_100,5,>100
2628,hates,848,24905433,92.0763035872,_100,5,>100
2629,bars,847,24906280,92.0794349774,_100,4,>100
2630,poker,847,24907127,92.0825663676,_100,5,>100
2631,derby,847,24907974,92.0856977578,_100,5,>100
2632,custom,846,24908820,92.088825451,_100,6,>100
2633,lying,846,24909666,92.0919531442,_100,5,>100
2634,economy,844,24910510,92.0950734433,_100,7,>100
2635,server,844,24911354,92.0981937424,_100,6,>100
2636,breathe,844,24912198,92.1013140415,_100,7,>100
2637,jan,843,24913041,92.1044306436,_100,3,>100
2638,donate,843,24913884,92.1075472456,_100,6,>100
2639,woot,843,24914727,92.1106638477,_100,4,>100
2640,trash,842,24915569,92.1137767527,_100,5,>100
2641,mo,842,24916411,92.1168896578,_100,2,>100
2642,anthony,842,24917253,92.1200025628,_100,7,>100
2643,february,841,24918094,92.1231117708,_100,8,>100
2644,solution,841,24918935,92.1262209788,_100,8,>100
2645,umm,839,24919774,92.1293227927,_100,3,>100
2646,boat,839,24920613,92.1324246066,_100,4,>100
2647,va,839,24921452,92.1355264205,_100,2,>100
2648,southern,839,24922291,92.1386282344,_100,8,>100
2649,shift,839,24923130,92.1417300484,_100,5,>100
2650,gain,838,24923968,92.1448281652,_100,4,>100
2651,motivation,838,24924806,92.1479262821,_100,10,>100
2652,became,838,24925644,92.151024399,_100,6,>100
2653,switch,837,24926481,92.1541188188,_100,6,>100
2654,tap,837,24927318,92.1572132387,_100,3,>100
2655,prince,837,24928155,92.1603076585,_100,6,>100
2656,patio,837,24928992,92.1634020784,_100,5,>100
2657,modern,837,24929829,92.1664964982,_100,6,>100
2658,mrs,837,24930666,92.1695909181,_100,3,>100
2659,concept,837,24931503,92.1726853379,_100,7,>100
2660,cried,836,24932339,92.1757760607,_100,5,>100
2661,lessons,835,24933174,92.1788630865,_100,7,>100
2662,steps,835,24934009,92.1819501123,_100,5,>100
2663,mode,835,24934844,92.185037138,_100,4,>100
2664,cali,835,24935679,92.1881241638,_100,4,>100
2665,stream,834,24936513,92.1912074925,_100,6,>100
2666,financial,834,24937347,92.1942908213,_100,9,>100
2667,memorial,833,24938180,92.197370453,_100,8,>100
2668,actor,833,24939013,92.2004500847,_100,5,>100
2669,graduate,833,24939846,92.2035297164,_100,8,>100
2670,blind,832,24940678,92.206605651,_100,5,>100
2671,safety,832,24941510,92.2096815857,_100,6,>100
2672,sec,831,24942341,92.2127538233,_100,3,>100
2673,pressure,831,24943172,92.2158260609,_100,8,>100
2674,flash,831,24944003,92.2188982985,_100,5,>100
2675,balance,831,24944834,92.2219705362,_100,7,>100
2676,listened,830,24945664,92.2250390768,_100,8,>100
2677,grant,829,24946493,92.2281039203,_100,5,>100
2678,canada,829,24947322,92.2311687639,_100,6,>100
2679,alcohol,829,24948151,92.2342336074,_100,7,>100
2680,foods,829,24948980,92.237298451,_100,5,>100
2681,trick,829,24949809,92.2403632945,_100,5,>100
2682,tiger,828,24950637,92.243424441,_100,5,>100
2683,tape,827,24951464,92.2464818905,_100,4,>100
2684,lab,827,24952291,92.24953934,_100,3,>100
2685,michigan,827,24953118,92.2525967894,_100,8,>100
2686,hah,826,24953944,92.2556505419,_100,3,>100
2687,skip,826,24954770,92.2587042943,_100,4,>100
2688,rehearsal,826,24955596,92.2617580468,_100,9,>100
2689,screw,825,24956421,92.2648081022,_100,5,>100
2690,theory,824,24957245,92.2678544605,_100,6,>100
2691,pregnant,824,24958069,92.2709008189,_100,8,>100
2692,accident,824,24958893,92.2739471773,_100,8,>100
2693,finger,822,24959715,92.2769861415,_100,6,>100
2694,path,821,24960536,92.2800214088,_100,4,>100
2695,allen,821,24961357,92.2830566761,_100,5,>100
2696,vip,821,24962178,92.2860919433,_100,3,>100
2697,trivia,821,24962999,92.2891272106,_100,6,>100
2698,serving,821,24963820,92.2921624778,_100,7,>100
2699,sisters,821,24964641,92.2951977451,_100,7,>100
2700,pub,821,24965462,92.2982330123,_100,3,>100
2701,resources,821,24966283,92.3012682796,_100,9,>100
2702,congress,821,24967104,92.3043035468,_100,8,>100
2703,exhibit,820,24967924,92.3073351171,_100,7,>100
2704,benefits,820,24968744,92.3103666873,_100,8,>100
2705,shape,820,24969564,92.3133982575,_100,5,>100
2706,breaks,820,24970384,92.3164298277,_100,6,>100
2707,lonely,820,24971204,92.3194613979,_100,6,>100
2708,unfollow,820,24972024,92.3224929681,_100,8,>100
2709,carolina,819,24972843,92.3255208413,_100,8,>100
2710,colorado,819,24973662,92.3285487145,_100,8,>100
2711,angel,819,24974481,92.3315765877,_100,5,>100
2712,pacers,818,24975299,92.3346007638,_100,6,>100
2713,lyrics,818,24976117,92.33762494,_100,6,>100
2714,colors,818,24976935,92.3406491161,_100,6,>100
2715,actors,817,24977752,92.3436695952,_100,6,>100
2716,typing,817,24978569,92.3466900743,_100,6,>100
2717,celebrity,817,24979386,92.3497105534,_100,9,>100
2718,nails,817,24980203,92.3527310325,_100,5,>100
2719,kings,817,24981020,92.3557515117,_100,5,>100
2720,prove,816,24981836,92.3587682937,_100,5,>100
2721,drawing,815,24982651,92.3617813788,_100,7,>100
2722,wheel,815,24983466,92.3647944638,_100,5,>100
2723,humor,815,24984281,92.3678075488,_100,5,>100
2724,tragedy,814,24985095,92.3708169368,_100,7,>100
2725,dis,814,24985909,92.3738263248,_100,3,>100
2726,drugs,814,24986723,92.3768357128,_100,5,>100
2727,woods,813,24987536,92.3798414038,_100,5,>100
2728,uncle,812,24988348,92.3828433977,_100,5,>100
2729,rob,812,24989160,92.3858453916,_100,3,>100
2730,promote,812,24989972,92.3888473855,_100,7,>100
2731,rockin,811,24990783,92.3918456824,_100,6,>100
2732,andrew,811,24991594,92.3948439793,_100,6,>100
2733,awe,811,24992405,92.3978422762,_100,3,>100
2734,estate,811,24993216,92.4008405731,_100,6,>100
2735,failed,811,24994027,92.40383887,_100,6,>100
2736,december,811,24994838,92.4068371669,_100,8,>100
2737,ups,811,24995649,92.4098354637,_100,3,>100
2738,dare,810,24996459,92.4128300636,_100,4,>100
2739,puppy,810,24997269,92.4158246634,_100,5,>100
2740,clock,810,24998079,92.4188192633,_100,5,>100
2741,freakin,809,24998888,92.4218101661,_100,7,>100
2742,craving,809,24999697,92.4248010689,_100,7,>100
2743,guilty,809,25000506,92.4277919717,_100,6,>100
2744,christ,808,25001314,92.4307791775,_100,6,>100
2745,ap,807,25002121,92.4337626862,_100,2,>100
2746,non,806,25002927,92.4367424979,_100,3,>100
2747,mixed,806,25003733,92.4397223096,_100,5,>100
2748,workshops,805,25004538,92.4426984243,_100,9,>100
2749,gm,804,25005342,92.4456708419,_100,2,>100
2750,clark,804,25006146,92.4486432596,_100,5,>100
2751,sport,804,25006950,92.4516156772,_100,5,>100
2752,skinny,804,25007754,92.4545880948,_100,6,>100
2753,bo,803,25008557,92.4575568154,_100,2,>100
2754,hiring,803,25009360,92.460525536,_100,6,>100
2755,accounts,802,25010162,92.4634905596,_100,8,>100
2756,pulling,802,25010964,92.4664555831,_100,7,>100
2757,liking,802,25011766,92.4694206067,_100,6,>100
2758,hs,802,25012568,92.4723856302,_100,2,>100
2759,stores,802,25013370,92.4753506538,_100,6,>100
2760,wen,801,25014171,92.4783119803,_100,3,>100
2761,facts,801,25014972,92.4812733068,_100,5,>100
2762,mitt,800,25015772,92.4842309363,_100,4,>100
2763,800,800,25016572,92.4871885658,_100,3,>100
2764,logo,800,25017372,92.4901461953,_100,4,>100
2765,chances,800,25018172,92.4931038247,_100,7,>100
2766,prepare,800,25018972,92.4960614542,_100,7,>100
2767,grace,799,25019771,92.4990153867,_100,5,>100
2768,cutting,799,25020570,92.5019693191,_100,7,>100
2769,buffalo,799,25021369,92.5049232515,_100,7,>100
2770,hugs,799,25022168,92.507877184,_100,4,>100
2771,pinterest,798,25022966,92.5108274194,_100,9,>100
2772,soft,798,25023764,92.5137776548,_100,4,>100
2773,fully,797,25024561,92.5167241932,_100,5,>100
2774,focused,797,25025358,92.5196707315,_100,7,>100
2775,screaming,796,25026154,92.5226135729,_100,9,>100
2776,madness,796,25026950,92.5255564142,_100,7,>100
2777,expecting,796,25027746,92.5284992555,_100,9,>100
